loop_index,t_ms,adc0,pos_deg,adc1,resistance,pwm,material,tag,train_baseline_g,sensor_baseline_g,shifted_cond,is_press,pred_force_n,pid_pwm_out
1,0,13767,95.31,17051,601864.4,0,,,0.004369,0.0016355316565757753,0.0043949721611255144,0,0.0000,-180
1,1,13767,95.31,17248,621923.0,0,,,0.004369,0.0016355316565757753,0.004341384433345459,0,0.0000,-180
1,10,13768,95.32,17064,603161.9,-180,,,0.004369,0.0016355316565757753,0.004391397994388701,0,0.0000,-180
1,26,13786,95.44,17257,622860.1,-180,,,0.004369,0.0016355316565757753,0.004338965305574317,0,0.0000,-180
1,42,13802,95.55,17058,602562.7,-180,,,0.004369,0.0016355316565757753,0.004393046671688522,0,0.0000,-180
1,43,13883,96.11,17244,621507.2,-180,,,0.004369,0.0016355316565757753,0.004342460159433771,0,0.0000,-180
1,57,13963,96.67,17057,602462.8,-180,,,0.004369,0.0016355316565757753,0.004393321861915568,0,0.0000,-180
1,74,14054,97.3,17267,623903.4,-180,,,0.004369,0.0016355316565757753,0.004336280571081884,0,0.0000,-180
1,74,14153,97.98,17049,601665.1,-180,,,0.004369,0.0016355316565757753,0.004395522529944177,0,0.0000,-180
1,89,14194,98.27,17247,621819.1,-180,,,0.004369,0.0016355316565757753,0.004341653100682108,0,0.0000,-180
1,90,14287,98.91,17031,599875.1,-180,,,0.004369,0.0016355316565757753,0.004400482023993707,0,0.0000,-180
1,105,14405,99.73,17239,620987.9,-180,,,0.004369,0.0016355316565757753,0.004343805675906327,0,0.0000,-180
1,120,14495,100.35,17054,602163.6,-180,,,0.004369,0.0016355316565757753,0.004394146601524385,0,0.0000,-180
1,120,14589,101.0,17234,620469.1,-180,,,0.004369,0.0016355316565757753,0.004345152145870335,0,0.0000,-180
1,135,14703,101.79,17056,602363.0,-180,,,0.004369,0.0016355316565757753,0.00439359686781877,0,0.0000,-180
1,151,14799,102.45,17269,624112.3,-180,,,0.004369,0.0016355316565757753,0.00433574408514206,0,0.0000,-180
1,152,14913,103.24,17033,600073.8,-180,,,0.004369,0.0016355316565757753,0.0043999300325256955,0,0.0000,-180
1,166,15011,103.92,17218,618813.0,-180,,,0.004369,0.0016355316565757753,0.00434946541909006,0,0.0000,-180
1,182,15082,104.41,16925,589472.3,-180,,,0.004369,0.0016355316565757753,0.004429900895562073,1,0.0000,-180
1,183,15199,105.22,17037,600471.1,-180,,,0.004369,0.0016355316565757753,0.004398827422878075,1,0.0000,-180
1,198,15276,105.76,16655,563997.0,-180,,,0.004369,0.0016355316565757753,0.004506527416835857,1,0.0000,-180
1,212,15395,106.58,16544,553928.7,-180,,,0.004369,0.0016355316565757753,0.004538754832813046,1,0.0000,-180
1,213,15508,107.36,16453,545841.9,0,,,0.004369,0.0016355316565757753,0.004565500655652303,1,0.0000,-180
1,227,15573,107.81,16624,561162.1,0,,,0.004369,0.0016355316565757753,0.00451548462395704,1,0.0000,-180
1,244,15617,108.12,16175,522029.3,0,,,0.004369,0.0016355316565757753,0.004649069628801116,1,0.0000,-180
1,244,15652,108.36,16228,526468.8,0,,,0.004369,0.0016355316565757753,0.0046329161323540756,1,0.0000,-180
1,260,15678,108.54,15984,506405.6,0,,,0.004369,0.0016355316565757753,0.00470817004108574,1,0.0000,-180
1,261,15693,108.64,16150,519951.2,0,,,0.004369,0.0016355316565757753,0.004656725753113331,1,0.0000,-180
1,276,15693,108.64,15964,504802.6,0,,,0.004369,0.0016355316565757753,0.004714440703746908,1,0.0000,-180
1,290,15694,108.65,16147,519702.5,0,,,0.004369,0.0016355316565757753,0.004657646114506376,1,0.0000,-180
1,291,15694,108.65,15965,504882.7,0,,,0.004369,0.0016355316565757753,0.004714126421071452,1,0.0000,-180
1,306,15692,108.64,16150,519951.2,0,,,0.004369,0.0016355316565757753,0.004656725753113331,1,0.0000,-180
1,322,15692,108.64,15970,505282.9,0,,,0.004369,0.0016355316565757753,0.004712557677381321,1,0.0000,-180
1,322,15693,108.64,16150,519951.2,0,,,0.004369,0.0016355316565757753,0.004656725753113331,1,0.0000,-180
1,338,15693,108.64,15976,505763.6,0,,,0.004369,0.0016355316565757753,0.004710676663720093,1,0.0000,-180
1,355,15691,108.63,16159,520698.2,0,,,0.004369,0.0016355316565757753,0.004653966624538893,1,0.0000,-180
1,355,15692,108.64,15986,506566.2,0,,,0.004369,0.0016355316565757753,0.004707543988475008,1,0.0000,-180
1,369,15693,108.64,16173,521862.7,0,,,0.004369,0.0016355316565757753,0.0046496811673792365,1,0.0000,-180
1,384,15692,108.64,15998,507531.2,0,,,0.004369,0.0016355316565757753,0.004703790558156398,1,0.0000,-180
1,384,15691,108.63,16177,522196.0,0,,,0.004369,0.0016355316565757753,0.004648458113711645,1,0.0000,-180
1,400,15693,108.64,16000,507692.3,0,,,0.004369,0.0016355316565757753,0.004703165339085382,1,0.0000,-180
1,402,15693,108.64,16184,522780.0,0,,,0.004369,0.0016355316565757753,0.004646318869624824,1,0.0000,-180
1,415,15693,108.64,16005,508095.2,0,,,0.004369,0.0016355316565757753,0.004701603444940367,1,0.0000,-180
1,431,15695,108.66,16191,523364.7,0,,,0.004369,0.0016355316565757753,0.00464418184414234,1,0.0000,-180
1,431,15694,108.65,16021,509387.2,0,,,0.004369,0.0016355316565757753,0.004696611504533999,1,0.0000,-180
1,446,15695,108.66,16196,523782.8,0,,,0.004369,0.0016355316565757753,0.004642656652186581,1,0.0000,-180
1,462,15694,108.65,16010,508498.6,0,,,0.004369,0.0016355316565757753,0.004700042092168914,1,0.0000,-180
1,463,15695,108.66,16196,523782.8,0,,,0.004369,0.0016355316565757753,0.004642656652186581,1,0.0000,-180
1,478,15695,108.66,16017,509063.9,0,,,0.004369,0.0016355316565757753,0.004697858271752692,1,0.0000,-180
1,494,15694,108.65,16199,524033.9,0,,,0.004369,0.0016355316565757753,0.004641741831249585,1,0.0000,-180
1,496,15693,108.64,16023,509549.1,0,,,0.004369,0.0016355316565757753,0.004695987751342874,1,0.0000,-180
1,509,15694,108.65,16201,524201.4,0,,,0.004369,0.0016355316565757753,0.004641132073609486,1,0.0000,-180
1,510,15694,108.65,16022,509468.1,0,,,0.004369,0.0016355316565757753,0.004696299771019335,1,0.0000,-180
1,526,15695,108.66,16212,525123.7,0,,,0.004369,0.0016355316565757753,0.004637781552094271,1,0.0000,-180
1,541,15696,108.66,16020,509306.4,0,,,0.004369,0.0016355316565757753,0.0046969229515668775,1,0.0000,-180
1,543,15696,108.66,16198,523950.2,0,,,0.004369,0.0016355316565757753,0.004642046674134703,1,0.0000,-180
1,558,15696,108.66,16017,509063.9,0,,,0.004369,0.0016355316565757753,0.004697858271752692,1,0.0000,-180
1,617,15696,108.66,16189,523197.5,0,,,0.004369,0.0016355316565757753,0.004644792457336611,1,1.1347,-164
1,617,15695,108.66,16022,509468.1,0,,,0.004369,0.0016355316565757753,0.004696299771019335,1,1.1347,-164
1,617,15697,108.67,16203,524368.9,0,,,0.004369,0.0016355316565757753,0.00464052270552111,1,1.1347,-164
1,618,15696,108.66,16030,510115.8,0,,,0.004369,0.0016355316565757753,0.004693807540993994,1,1.1347,-164
1,619,15695,108.66,16193,523532.0,0,,,0.004369,0.0016355316565757753,0.004643571256120863,1,1.1347,-164
1,619,15695,108.66,16019,509225.4,0,,,0.004369,0.0016355316565757753,0.004697235268711598,1,1.1347,-164
1,635,15689,108.62,16221,525879.8,-164,,,0.004369,0.0016355316565757753,0.004635043566694684,1,1.1347,-164
1,635,15698,108.68,15980,506084.4,-164,,,0.004369,0.0016355316565757753,0.004709423338330301,1,1.1347,-164
1,650,15708,108.75,16151,520034.1,-164,,,0.004369,0.0016355316565757753,0.0046564191616052806,1,1.1347,-164
1,651,15731,108.91,15859,496487.1,-164,,,0.004369,0.0016355316565757753,0.004747619361619559,1,1.1347,-164
1,667,15758,109.09,15997,507450.7,-164,,,0.004369,0.0016355316565757753,0.004704103122387709,1,1.1347,-164
1,682,15790,109.32,15739,487184.2,-164,,,0.004369,0.0016355316565757753,0.004786080061840766,1,1.1347,-164
1,682,15811,109.46,15805,492274.7,-164,,,0.004369,0.0016355316565757753,0.004764854473909122,1,1.1347,-164
1,697,15835,109.63,15538,472062.2,-164,,,0.004369,0.0016355316565757753,0.004851833249323563,1,1.1347,-164
1,713,15866,109.84,15675,482307.7,-164,,,0.004369,0.0016355316565757753,0.004806833537317323,1,1.1347,-164
1,713,15885,109.97,15409,462648.6,-164,,,0.004369,0.0016355316565757753,0.004894936027187954,1,1.1347,-164
1,728,15910,110.15,15507,469779.7,-164,,,0.004369,0.0016355316565757753,0.004862125664869452,1,1.1347,-164
1,744,15930,110.28,15237,450435.4,-164,,,0.004369,0.0016355316565757753,0.0049535425156139005,1,1.1347,-164
1,744,15957,110.47,15356,458844.7,-164,,,0.004369,0.0016355316565757753,0.0049128549590277465,1,1.1347,-164
1,759,15978,110.62,15064,438525.1,-164,,,0.004369,0.0016355316565757753,0.005013839518801937,1,1.1347,-164
1,760,16017,110.89,15187,446955.3,-164,,,0.004369,0.0016355316565757753,0.0049708285397629635,1,1.1347,-164
1,774,16041,111.05,14946,430607.7,-164,,,0.004369,0.0016355316565757753,0.0050557677302621755,1,1.1347,-164
1,791,16066,111.23,15058,438118.5,-164,,,0.004369,0.0016355316565757753,0.0050159558387423,1,1.1347,-164
1,791,16098,111.45,14827,422786.7,-164,,,0.004369,0.0016355316565757753,0.005098727226058757,1,1.1347,-164
1,806,16150,111.81,14899,427499.3,-164,,,0.004369,0.0016355316565757753,0.005072653454746781,1,1.1347,-164
1,822,16171,111.95,14638,410690.3,-164,,,0.004369,0.0016355316565757753,0.005168393145799823,1,1.1347,-164
1,823,16183,112.04,14708,415124.9,-164,,,0.004369,0.0016355316565757753,0.005142381895926342,1,1.1347,-164
1,837,16201,112.16,14483,401056.5,0,,,0.004369,0.0016355316565757753,0.005226882606767633,1,1.1347,-164
1,851,16207,112.2,14590,407679.9,0,,,0.004369,0.0016355316565757753,0.0051863731777000745,1,1.1347,-164
1,852,16206,112.2,14502,402223.9,0,,,0.004369,0.0016355316565757753,0.005219645812027713,1,1.1347,-164
1,868,16206,112.2,14633,410375.7,0,,,0.004369,0.0016355316565757753,0.005170259794680253,1,1.1347,-164
1,883,16206,112.2,14480,400872.5,0,,,0.004369,0.0016355316565757753,0.005228027080941618,1,1.1347,-164
1,884,16205,112.19,14649,411383.7,0,,,0.004369,0.0016355316565757753,0.005164289004449878,1,1.1347,-164
1,899,16206,112.2,14480,400872.5,0,,,0.004369,0.0016355316565757753,0.005228027080941618,1,1.1347,-164
1,914,16206,112.2,14649,411383.7,0,,,0.004369,0.0016355316565757753,0.005164289004449878,1,1.1347,-164
1,915,16207,112.2,14506,402470.2,0,,,0.004369,0.0016355316565757753,0.005218124344080531,1,1.1347,-164
1,930,16208,112.21,14659,412015.2,0,,,0.004369,0.0016355316565757753,0.005160563260245024,1,1.1347,-164
1,930,16208,112.21,14496,401854.9,0,,,0.004369,0.0016355316565757753,0.005221928724301848,1,1.1347,-164
